"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x905167129812533249","x1196815348084936706",2019-11-19 15:39:49,"mggswim13","Alexander Vindman admits it was ""definitely not unprecedented"" for the transcript of President Trump's phone call to be stored on a separate, secure computer system.

Vindman previously testified this was because calls with foreign leaders had previously been leaked to the media. https://t.co/qcMxx8GLyW","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1108472017144201216","TrumpWarRoom","en",,,,,,,,,,,,,,,,"x1196812981746765824","Alexander Vindman admits it was ""definitely not unprecedented"" for the transcript of President Trump's phone call to be stored on a separate, secure computer system.

Vindman previously testified this was because calls with foreign leaders had previously been leaked to the media. https://t.co/qcMxx8GLyW",2019-11-19 15:30:25,"Twitter Web App",446,230,"x1108472017144201216","TrumpWarRoom","Trump War Room (Text TRUMP to 88022)",393725,132,4383,"MAGA Country","Highlighting @realDonaldTrump's #PromisesKept, fighting #FakeNews. This account punches back 10x harder. Managed by the #TeamTrump 2020 campaign. #MAGA",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mggswim13/status/1196815348084936706","Mggswm",,"Aspiring Political Commentator    Inspriation: @BenShapiro",,FALSE,428,657,4,8209,187,2017-09-05 20:33:55,FALSE,,,,"https://pbs.twimg.com/profile_banners/905167129812533249/1513280346","","http://pbs.twimg.com/profile_images/1049833176095444992/1TOjcJpS_normal.jpg"
"x51732793","x1196815348118380544",2019-11-19 15:39:49,"maviscave","Lt. Col. Vindman and Ms. Williams were both on the now infamous July 25th phone call and heard Trump ask Zelensky to investigate the Bidens.

They also heard Zelensky mention Burisma, a fact left out of the call record.

Vindman believed Trump’s “favor” was really a demand. https://t.co/EmsJ5404RS","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x29501253","RepAdamSchiff","en",,,,,,,,,,,,,,,,"x1196798735944163328","Lt. Col. Vindman and Ms. Williams were both on the now infamous July 25th phone call and heard Trump ask Zelensky to investigate the Bidens.

They also heard Zelensky mention Burisma, a fact left out of the call record.

Vindman believed Trump’s “favor” was really a demand. https://t.co/EmsJ5404RS",2019-11-19 14:33:48,"Twitter Media Studio",9027,2669,"x29501253","RepAdamSchiff","Adam Schiff",1658722,787,5407,"Burbank, CA","Representing California's 28th Congressional District. Chairman of the House Intelligence Committee (@HouseIntel).",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/maviscave/status/1196815348118380544","MikeWallace","East Texas","Living in Texas with my Lovely Lady, kitty and doggie. Lifelong guitar student and write a few tunes. I will vote BLUE no matter who. #RESIST",,FALSE,3391,3355,3,16323,65872,2009-06-28 13:47:21,FALSE,,,,,"http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/1138209376341127169/jmi8OO4B_normal.jpg"
"x1109443730241548294","x1196815348122574851",2019-11-19 15:39:49,"VictoriaCherti","Traveling overseas is just a constant reminder of how embarrassing Trump's presidency is. Everywhere I go people ask me how could America fall so low so quickly. And they desperately hope we will return to our senses soon.","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x125453969","neeratanden","en",,,,,,,,,,,,,,,,"x1196726151147872257","Traveling overseas is just a constant reminder of how embarrassing Trump's presidency is. Everywhere I go people ask me how could America fall so low so quickly. And they desperately hope we will return to our senses soon.",2019-11-19 09:45:23,"Twitter Web App",10208,2159,"x125453969","neeratanden","Neera Tanden",214962,1169,73335,"DC","Pres of @amprog -Center for American Progress, progressive, Indian American, feminist, mom, wife. Not in that order. Views expressed are most definitely my own.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/VictoriaCherti/status/1196815348122574851","Victoria Cherti",,,,FALSE,55,39,0,7648,16815,2019-03-23 13:16:12,FALSE,,,,,"","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x392997630","x1196815348403593217",2019-11-19 15:39:49,"Copperflowers","Lt. Col. Vindman lists 3 reasons he was concerned Trump ""demanded"" an investigation into the Bidens: 
-It would be viewed as a partisan play. 
-It undermined U.S. Ukraine Policy 
-It undermined U.S. National Security
#ImpeachmentHearing","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x170699708","weijia","en",,,,,,,,,,,,,,,,"x1196805210821341191","Lt. Col. Vindman lists 3 reasons he was concerned Trump ""demanded"" an investigation into the Bidens: 
-It would be viewed as a partisan play. 
-It undermined U.S. Ukraine Policy 
-It undermined U.S. National Security
#ImpeachmentHearing",2019-11-19 14:59:32,"Twitter Web App",63,29,"x170699708","weijia","Weijia Jiang",32798,2928,8038,"Washington, DC","@CBSNews White House Correspondent. Frankie Mei’s mama. Chinese born West Virginian. @williamandmary + @syracuseU alum. jiangw@cbsnews.com + Signal/WhatsApp",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Copperflowers/status/1196815348403593217","Cynthia Jones","Phoenix, Arizona","Artist, free-range altruist, former journalist, former editor w/DOJ (counterterrorism). RTs not always endorsement. #2020ReturnOfTheBern #ReparationsNOW",,FALSE,2211,5001,22,80717,98800,2011-10-17 21:35:53,FALSE,,,,"https://pbs.twimg.com/profile_banners/392997630/1572924609","http://abs.twimg.com/images/themes/theme5/bg.gif","http://pbs.twimg.com/profile_images/2582754853/4c88c438-83a7-47e8-b7d8-eecd09724089_normal.png"
"x1178035736886546434","x1196815348621873152",2019-11-19 15:39:49,"SamWhit38388693","It's important to emphasize that when Nunes floats the 2016 conspiracy theories, he's not just being nutty.

He's also trying to absolve Russia of sabotaging the 2016 election on Trump's behalf -- something Trump himself is desperate to accomplish.","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x20508720","ThePlumLineGS","en",,,,,,,,,,,,,,,,"x1196814541256118275","It's important to emphasize that when Nunes floats the 2016 conspiracy theories, he's not just being nutty.

He's also trying to absolve Russia of sabotaging the 2016 election on Trump's behalf -- something Trump himself is desperate to accomplish.",2019-11-19 15:36:37,"TweetDeck",116,59,"x20508720","ThePlumLineGS","Greg Sargent",242829,4136,138543,,"A blog about politics, politics, and politics",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SamWhit38388693/status/1196815348621873152","Sam White 🇺🇸🗽🏳️‍🌈🍑","United States",,,FALSE,3,12,0,185,185,2019-09-28 19:56:31,FALSE,,,,"https://pbs.twimg.com/profile_banners/1178035736886546434/1571266416","","http://pbs.twimg.com/profile_images/1184224770075836417/B4Ol89RR_normal.jpg"
"x4750473576","x1196815348814819328",2019-11-19 15:39:49,"jem3781","Jennifer Williams' opening statement:  ""It was the greatest honor of my career to be asked to work for the the Vice President...to advance and promote US foreign policy objectives""  Calls Condi Rice a ""personal hero"" - a very different picture than was painted by Trump","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x238259855","ChrisJansing","en",,,,,,,,,,,,,,,,"x1196798880924483586","Jennifer Williams' opening statement:  ""It was the greatest honor of my career to be asked to work for the the Vice President...to advance and promote US foreign policy objectives""  Calls Condi Rice a ""personal hero"" - a very different picture than was painted by Trump",2019-11-19 14:34:23,"Twitter Web App",65,15,"x238259855","ChrisJansing","Chris Jansing",78199,1264,12952,"New York, NY","@msnbc Senior National Correspondent, intrepid traveler and sometimes anchor, former @NBCNews Senior White House Correspondent, at home baker & Cleveland fan",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jem3781/status/1196815348814819328","Jim Mason",,,,FALSE,259,49,4,151683,155366,2016-01-13 00:19:47,FALSE,,,,,"","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x3099841759","x1196815348877713414",2019-11-19 15:39:49,"dPop719","Nunes just said it was ""false"" that Trump campaign aides had repeated meetings with Russians. No, that was true ...","Twitter for iPad",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x18686907","davidfrum","en",,,,,,,,,,,,,,,,"x1196795511346470913","Nunes just said it was ""false"" that Trump campaign aides had repeated meetings with Russians. No, that was true ...",2019-11-19 14:20:59,"TweetDeck",5476,1305,"x18686907","davidfrum","David Frum",804272,832,66014,,"Read more at The Atlantic. Reach me via http://DavidFrum.com",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/dPop719/status/1196815348877713414","Dennis Popiela",,,,FALSE,2390,4996,2,33269,3849,2015-03-20 14:59:37,FALSE,,,,"https://pbs.twimg.com/profile_banners/3099841759/1472589823","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/578991962352533504/vrTXInMR_normal.jpeg"
"x1884977676","x1196815349234094080",2019-11-19 15:39:49,"seeCFC","@emptywheel Senator Ron Johnson attacked him yesterday in a letter to Devin Nunes and Jim Jordan. Anyone who would take the side of corrupt Donald Trump over a Purple Heart awarded Iraqi War Hero is unfit for office. Remove Ron Johnson from office.","Twitter for iPad",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x105177260 x15985111","vardmin emptywheel","en",,,,,,,,,,,,,,,,"x1196793888331239424","@emptywheel Senator Ron Johnson attacked him yesterday in a letter to Devin Nunes and Jim Jordan. Anyone who would take the side of corrupt Donald Trump over a Purple Heart awarded Iraqi War Hero is unfit for office. Remove Ron Johnson from office.",2019-11-19 14:14:32,"Twitter Web Client",71,8,"x105177260","vardmin","Dmin",597,3223,32122,"Virginia, USA","I was always picked last...always...unless there was a kid in a wheelchair and then I was picked next to last.🇺🇸🇬🇧🇩🇪🇸🇪",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/seeCFC/status/1196815349234094080","Christine F Chumley",,"Do the best you can until you know better. Then when you know better, do better-Maya Angelou.    Call your local, state & federal reps & tell them how you feel.",,FALSE,1904,4996,1,86923,57053,2013-09-20 01:44:23,FALSE,,,,"https://pbs.twimg.com/profile_banners/1884977676/1560917410","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1141196690625449984/7IYzadQh_normal.jpg"
"x99105736","x1196815349305552902",2019-11-19 15:39:49,"ShirlenaJack","WATCH: Former Navy Secretary Ray Mabus expressed horror at President Trump’s decision to pardon and clear three service members accused or convicted of war crimes.

""It undermines our whole military justice system.""

https://t.co/Ialh9UHLFb","Twitter for iPad",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x2836421","MSNBC","en",,,,,,,,,,,,,,,,"x1196760549041807361","WATCH: Former Navy Secretary Ray Mabus expressed horror at President Trump’s decision to pardon and clear three service members accused or convicted of war crimes.

""It undermines our whole military justice system.""

https://t.co/Ialh9UHLFb",2019-11-19 12:02:04,"SocialFlow",1153,490,"x2836421","MSNBC","MSNBC",2785671,666,186260,,"The place for in-depth analysis, political commentary and informed perspectives.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ShirlenaJack/status/1196815349305552902","Shirley Jackson","Fort Washington, MD",,,FALSE,9,81,1,164,315,2009-12-24 13:40:41,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/820600959231475713/bJxAtPum_normal.jpg"
"x2523848718","x1196815349292969984",2019-11-19 15:39:49,"mawmawfor5","Ukraine phone call hoax is going so horribly for Democrats that they are now circling back on their previously debunked hoax to see if there's anything they can resurrect for their impeachment efforts.

This latest attempt to undermine the will of the American people will fail. https://t.co/ez58HSZYdh","Twitter for iPhone",,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x816652616625168388","RepAndyBiggsAZ","en","x1196465650438475776","BREAKING: The House is now investigating whether President Trump lied to special counselor Robert Mueller https://t.co/Fn2FgyDxdu https://t.co/qZAE1aSi08",2019-11-18 16:30:14,"SocialFlow",3837,938,"x13850422","CNNPolitics","CNN Politics",2974298,342,164601,"Washington, D.C.","Political news, campaign stories and Washington coverage from CNN's political team.",TRUE,"x1196468656634503168","Ukraine phone call hoax is going so horribly for Democrats that they are now circling back on their previously debunked hoax to see if there's anything they can resurrect for their impeachment efforts.

This latest attempt to undermine the will of the American people will fail. https://t.co/ez58HSZYdh",2019-11-18 16:42:11,"TweetDeck",5128,2626,"x816652616625168388","RepAndyBiggsAZ","Rep Andy Biggs",86339,1571,7812,"Arizona, USA","Representing Arizona's Fighting Fifth.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mawmawfor5/status/1196815349292969984","Mawmaw",,"A Christ follower, a lover of country and family. We have a promise that the best is yet to come!",,FALSE,466,325,0,30208,41632,2014-05-26 01:38:40,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1184476453657821184/6grppBQQ_normal.jpg"
"x785646553423687680","x1196815349271924736",2019-11-19 15:39:49,"madonnalennon66","This is on #IdiotInChief #MoscowMitch #LeningradLindsey and every Republican who has called this American Patriot into question. You all choose power over country now. History will choose to judge you all traitors in the future. https://t.co/2bXmLXrZ1x","Twitter Web App",,,,,TRUE,TRUE,0,0,0,0,"IdiotInChief MoscowMitch LeningradLindsey",,,,,,,,,,,,,"x328756439","ResisterSis20","en","x1196740476352770049","The U.S. Army is monitoring Vindman’s security and is prepared to move him and his family to a local military base if necessary following his impeachment testimony. https://t.co/JKV8ERtzOg https://t.co/ZhJSxwoZ8Q",2019-11-19 10:42:18,"Twitter for iPhone",4049,2361,"x106514937","benpershing","Ben Pershing",14755,5265,60117,"Washington, DC","Politics Editor @WSJ. Former @nationaljournal @washingtonpost & @rollcall. @UCBerkeley alum. L.A. native. Vin Scully forever.",TRUE,"x1196787960777236480","This is on #IdiotInChief #MoscowMitch #LeningradLindsey and every Republican who has called this American Patriot into question. You all choose power over country now. History will choose to judge you all traitors in the future. https://t.co/2bXmLXrZ1x",2019-11-19 13:50:59,"Twitter for iPhone",76,43,"x328756439","ResisterSis20","Southern Sister Resister",34484,34958,88656,"Somewhere Some place","I am a free agent. Tied to no group, unfettered by the expectations of others and #TrueToSelf #WORD #Resist #ProtectOurDemocracy #TruthWillOut",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/madonnalennon66/status/1196815349271924736","madonna lennon","Minnesota, USA","Grandmother and rabid defender of democracy.  Got to get rid of him.",,FALSE,584,1595,0,10112,30968,2016-10-11 01:01:49,FALSE,,,,"https://pbs.twimg.com/profile_banners/785646553423687680/1529090797","","http://pbs.twimg.com/profile_images/1007704694192406529/_CXOUG1v_normal.jpg"
"x940797536591339520","x1196815349410349060",2019-11-19 15:39:49,"JackDeskins","Trump's tax cuts were a massive giveaway to the wealthiest among us and corporate America.

That's it. That's the tweet.","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x150078976","ChrisMurphyCT","en",,,,,,,,,,,,,,,,"x1196508904655601664","Trump's tax cuts were a massive giveaway to the wealthiest among us and corporate America.

That's it. That's the tweet.",2019-11-18 19:22:07,"TweetDeck",8169,1535,"x150078976","ChrisMurphyCT","Chris Murphy",829022,201,20108,,"U.S. Senator from Connecticut.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JackDeskins/status/1196815349410349060","Jack Deskins",,"frequently dropping F bombs,mistakenly living in trump country - try daily to not be one of ‘those’white guys that thinks I’m right about everything #RESIST",,FALSE,1434,3081,1,11284,7243,2017-12-13 04:16:26,FALSE,,,,,"","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x269133105","x1196815349418618880",2019-11-19 15:39:49,"david__matlock","Devin Nunes is using his questioning time not to defend Trump, but to grill Jennifer Williams about her knowledge of right-wing conspiracy theories and to try and gin up scandals surrounding the Bidens https://t.co/sbQFFc7nk6","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x288277167","atrupar","en",,,,,,,,,,,,,,,,"x1196814685498155009","Devin Nunes is using his questioning time not to defend Trump, but to grill Jennifer Williams about her knowledge of right-wing conspiracy theories and to try and gin up scandals surrounding the Bidens https://t.co/sbQFFc7nk6",2019-11-19 15:37:11,"Twitter Web Client",68,28,"x288277167","atrupar","Aaron Rupar",181404,999,65623,,"journalist @voxdotcom",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/david__matlock/status/1196815349418618880","David 🐗🏔🏝🌊⛳️🍺","Lebanon, MO","#WoooPig",,FALSE,341,880,2,28137,379,2011-03-20 04:47:12,FALSE,,,,"https://pbs.twimg.com/profile_banners/269133105/1573909342","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1159293920427347968/Aa_j7E_x_normal.jpg"
"x830458633066524674","x1196815349586509825",2019-11-19 15:39:49,"GregoryMoriart4","Fact:

A Massachusetts judge was just indicted for Obstruction of Justice after helping a twice-deported illegal alien escape ICE out the back door of her court room

The MSM spent years accusing Trump of obstructing justice without evidence

Where is their reporting on this?

🤔","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x292929271","charliekirk11","en",,,,,,,,,,,,,,,,"x1196785485579980804","Fact:

A Massachusetts judge was just indicted for Obstruction of Justice after helping a twice-deported illegal alien escape ICE out the back door of her court room

The MSM spent years accusing Trump of obstructing justice without evidence

Where is their reporting on this?

🤔",2019-11-19 13:41:09,"Twitter for iPhone",10884,5022,"x292929271","charliekirk11","Charlie Kirk",1396638,235848,45555,"Phoenix, AZ","Founder & President of @TPUSA Chairman of @TrumpStudents Best Selling Author We are all sinners, saved by Jesus Opinions here are my own",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/GregoryMoriart4/status/1196815349586509825","Gregory Moriarty","Georgia, USA","#Conservative, #Christian,#Constitution, #Patriot🇺🇸 #Israel 🇮🇱 #MAGA, #2nd Amendment, #Pro-Life, #NRA, #Convention of States,#CCW,#USCCA",,FALSE,1936,2383,1,46626,8656,2017-02-11 16:49:02,FALSE,,,,"https://pbs.twimg.com/profile_banners/830458633066524674/1504202220","","http://pbs.twimg.com/profile_images/889942646126518276/nMyDHOFm_normal.jpg"
"x489925511","x1196815349707988993",2019-11-19 15:39:49,"dpostrophelyn","@hitRECordJoe Trump is NOT my president!","Twitter for Android",26,"x1196463332225474560","x24807616","hitRECordJoe",FALSE,FALSE,0,0,0,0,,,,,,,,,,,,,,"x24807616","hitRECordJoe","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/dpostrophelyn/status/1196815349707988993","D'lyn",,"tattooed trollop",,FALSE,32,43,0,1586,4076,2012-02-12 01:56:06,FALSE,,,,"https://pbs.twimg.com/profile_banners/489925511/1492614912","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/958939356974256133/dpdDIJEo_normal.jpg"
"x3172070726","x1196815349808795648",2019-11-19 15:39:49,"Do_ShutUp","Devin Nunes is using the impeachment hearing as a platform to continue pushing the Biden-Burisma conspiracy theory, the same conspiracy theory that President Trump pushed Ukrainian President Zelensky to publicly substantiate in exchange for U.S. military aid.","Twitter Web App",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x1051396218","EvanMcMullin","en",,,,,,,,,,,,,,,,"x1196814855153565699","Devin Nunes is using the impeachment hearing as a platform to continue pushing the Biden-Burisma conspiracy theory, the same conspiracy theory that President Trump pushed Ukrainian President Zelensky to publicly substantiate in exchange for U.S. military aid.",2019-11-19 15:37:51,"Twitter Web App",281,122,"x1051396218","EvanMcMullin","Evan McMullin",480292,7795,8475,"Salt Lake City","Executive Director @StandUpRepublic w/@mindyfinn. Former: CIA ops officer, GOP policy director, independent presidential candidate. Instagram: Evan.McMullin",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Do_ShutUp/status/1196815349808795648","Do Shut Up",,,,FALSE,77,557,7,12603,16170,2015-04-25 11:38:10,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/591929560301600769/xWXKjg-7_normal.jpg"
"x827361801192890368","x1196815349594804224",2019-11-19 15:39:49,"PhxGOP","The tender ""feelings"" of an unelected, mid-level bureaucrat notwithstanding, Vindman deliberately ""held back"" his views from his actual boss at the National Security Council, choosing instead to air his grievances by leaking in a bid to overthrow POTUS. https://t.co/0ICuqiJdYc","Twitter for iPhone",,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x36529101","seanmdav","en","x1196809483596550144","Col. Vindman is not holding back his feelings about the appropriateness of the Trump-Zelensky call, making it clear why he has become such a target for President Trump and Republicans. https://t.co/Ms1voBZhqX",2019-11-19 15:16:31,"Twitter Web App",10,6,"x36442614","TimJHanrahan","Tim Hanrahan",8860,1209,27294,"Washington, D.C.","D.C. News Desk Chief at The Wall Street Journal",TRUE,"x1196810707045621766","The tender ""feelings"" of an unelected, mid-level bureaucrat notwithstanding, Vindman deliberately ""held back"" his views from his actual boss at the National Security Council, choosing instead to air his grievances by leaking in a bid to overthrow POTUS. https://t.co/0ICuqiJdYc",2019-11-19 15:21:22,"Twitter Web App",636,352,"x36529101","seanmdav","Sean Davis",225192,5545,5048,"Anytown, USA","Co-Founder of @FDRLST, chainsaw bayonet enthusiast, presidential campaign vet, former chief instigator for Sen. Tom Coburn, Wharton grad.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/PhxGOP/status/1196815349594804224","Nonexistent Ducey/Sinema Voter 🦄","Arizona, USA","Bio: 🐘🍺✝️😎🍜🐸🏜⚜️",,FALSE,3637,3528,20,166523,290254,2017-02-03 03:43:19,FALSE,,,,"https://pbs.twimg.com/profile_banners/827361801192890368/1550955485","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1110409855733424129/ptr9DQ5v_normal.png"
"x1165646522245009408","x1196815349724794882",2019-11-19 15:39:49,"Kathy39802945","A push by Senate Republicans to support Hong Kong protesters is met with silence from President Donald Trump https://t.co/2p5uDdJmng","Twitter for iPhone",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x34713362","business","en",,,,,,,,,,,,,,,,"x1196746532210565120","A push by Senate Republicans to support Hong Kong protesters is met with silence from President Donald Trump https://t.co/2p5uDdJmng",2019-11-19 11:06:22,"SocialFlow",380,338,"x34713362","business","Bloomberg",5703594,1265,517249,"New York and the World","The first word in business news.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Kathy39802945/status/1196815349724794882","Kathy",,,,FALSE,3,24,0,155,188,2019-08-25 15:26:11,FALSE,,,,,"","http://pbs.twimg.com/profile_images/1165646979898081281/3kBC2Q0N_normal.jpg"
"x304517257","x1196815349716533248",2019-11-19 15:39:49,"floyd_patrick","Odd that Colonel Vindman claims to be a Ukraine expert yet he’s unfamiliar with the basic facts in this explosive article. 👇🏻
“Ukrainian efforts to sabotage Trump backfire” https://t.co/dQSkkFk7PS","Twitter for Android",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x232901331","dbongino","en",,,,,,,,,,,,,,,,"x1196807824711524353","Odd that Colonel Vindman claims to be a Ukraine expert yet he’s unfamiliar with the basic facts in this explosive article. 👇🏻
“Ukrainian efforts to sabotage Trump backfire” https://t.co/dQSkkFk7PS",2019-11-19 15:09:55,"Twitter for iPhone",1189,578,"x232901331","dbongino","Dan Bongino",1297563,645,54528,"Florida, USA","Host of The Dan Bongino Show.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/floyd_patrick/status/1196815349716533248","🇺🇸 USA 1ST 🇺🇸","Rochester, NYS","🇺🇸 GOP, Constitution, USAF, Veteran 🇺🇸 MAGA, KAG, 1A, 2A, Military, Police 🇺🇸 PreWrath, Q, Qanon, Stop Censorship, Trump, WWG1WGA, parler fpatrick 🇺🇸","http://single.not.looking.org",FALSE,16504,16473,54,125753,123568,2011-05-24 17:04:56,FALSE,,,,"https://pbs.twimg.com/profile_banners/304517257/1552495531","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1166419438868074496/IL0JFxy9_normal.jpg"
"x18171319","x1196815349842423808",2019-11-19 15:39:49,"chadstanton","This is a scandal not only for Miller and Breitbart but also for Facebook, which has given its stamp of approval to Breitbart as a trustworthy site. https://t.co/oRmdaXV7Fc","Twitter Web App",,,,,TRUE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x604940737","HeerJeet","en","x1196814217061507072","Stephen Miller had more editorial influence over Breitbart during the 2016 presidential campaign than previously known and attempted to push articles attacking then-presidential candidate Sen. Marco Rubio, Via @oneunderscore__ and @annaschecter 

https://t.co/u9ajBI66So",2019-11-19 15:35:19,"Twitter for iPhone",5,10,"x391560579","hshaban","Hamza Shaban",9119,3101,187,"New York","I’m a reporter covering business & tech for the @WashingtonPost | hamza.shaban@washpost.com | Columbia University Knight-Bagehot Fellow '20",TRUE,"x1196815212596232193","This is a scandal not only for Miller and Breitbart but also for Facebook, which has given its stamp of approval to Breitbart as a trustworthy site. https://t.co/oRmdaXV7Fc",2019-11-19 15:39:17,"Twitter Web Client",8,6,"x604940737","HeerJeet","Jeet Heer",203902,958,134309,"Germany","1. National-Affairs Correspondent, The Nation 2.  email: jeetheer1967 at gmail dot com 3. Twitter essayist 4. Profile drawing by Joe Ollmann",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/chadstanton/status/1196815349842423808","972-Ask-Chad","Washington, DC","Multiple Trick Pony (turkey szn advocate)(he/him/his)","https://www.instagram.com/chadvincentstanton/",FALSE,3952,3298,96,193811,100552,2008-12-16 20:14:53,FALSE,,,,"https://pbs.twimg.com/profile_banners/18171319/1555551052","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1176135211706408960/ociOikkX_normal.jpg"
